,tenure,Churn,Contract,InternetService,SeniorCitizen,PaymentMethod,MonthlyCharges,ChurnEncode,SeniorCitizenEncode
2267,72,False,Two year,Fiber optic,False,Credit card (automatic),113.6500015258789,No,No
2268,40,False,Two year,No,False,Bank transfer (automatic),20.600000381469727,No,No
2269,1,True,Month-to-month,Fiber optic,False,Mailed check,70.9000015258789,Yes,No
2270,3,True,Month-to-month,Fiber optic,True,Electronic check,86.8499984741211,Yes,Yes
2271,40,False,Month-to-month,Fiber optic,True,Electronic check,91.5500030517578,No,Yes
2272,1,False,Month-to-month,DSL,False,Electronic check,49.84999847412109,No,No
2273,30,False,One year,No,False,Credit card (automatic),19.799999237060547,No,No
2274,23,True,Month-to-month,Fiber optic,False,Electronic check,99.8499984741211,Yes,No
2275,1,True,Month-to-month,Fiber optic,False,Electronic check,74.5,Yes,No
2276,44,False,Month-to-month,Fiber optic,True,Electronic check,104.1500015258789,No,Yes
2277,65,True,Month-to-month,Fiber optic,False,Electronic check,109.1500015258789,Yes,No
2278,7,False,Month-to-month,DSL,True,Electronic check,48.20000076293945,No,Yes
2279,72,False,Two year,No,True,Credit card (automatic),25.100000381469727,No,Yes
2280,8,False,Month-to-month,Fiber optic,True,Credit card (automatic),100.1500015258789,No,Yes
2281,16,True,Month-to-month,DSL,False,Credit card (automatic),65.19999694824219,Yes,No
2282,66,True,Month-to-month,Fiber optic,True,Credit card (automatic),99.5,Yes,Yes
2283,1,True,Month-to-month,Fiber optic,False,Mailed check,71.55000305175781,Yes,No
2284,3,False,Month-to-month,DSL,False,Mailed check,55.900001525878906,No,No
2285,53,True,Month-to-month,Fiber optic,False,Electronic check,93.9000015258789,Yes,No
2286,8,False,Month-to-month,DSL,True,Credit card (automatic),64.4000015258789,No,Yes
2287,69,True,Two year,Fiber optic,True,Bank transfer (automatic),108.4000015258789,Yes,Yes
2288,5,False,Month-to-month,Fiber optic,False,Mailed check,85.30000305175781,No,No
2289,72,False,Two year,Fiber optic,False,Mailed check,107.4499969482422,No,No
2290,13,True,Month-to-month,DSL,False,Bank transfer (automatic),48.75,Yes,No
2291,4,True,Month-to-month,Fiber optic,False,Electronic check,85.6500015258789,Yes,No
2292,54,False,Two year,DSL,False,Credit card (automatic),91.3000030517578,No,No
2293,72,False,Two year,DSL,False,Bank transfer (automatic),85.94999694824219,No,No
2294,12,True,Month-to-month,Fiber optic,False,Electronic check,106.6999969482422,Yes,No
2295,1,True,Month-to-month,DSL,False,Electronic check,25.149999618530277,Yes,No
2296,1,False,Month-to-month,DSL,True,Electronic check,45.20000076293945,No,Yes
2297,54,True,One year,Fiber optic,False,Electronic check,110.3499984741211,Yes,No
2298,69,False,Two year,Fiber optic,False,Credit card (automatic),79.19999694824219,No,No
2299,48,False,Two year,DSL,False,Credit card (automatic),55.5,No,No
2300,48,True,One year,Fiber optic,False,Credit card (automatic),103.25,Yes,No
2301,8,False,Month-to-month,Fiber optic,False,Electronic check,90.25,No,No
2302,71,False,Two year,DSL,False,Mailed check,91.25,No,No
2303,2,True,Month-to-month,DSL,False,Electronic check,47.79999923706055,Yes,No
2304,67,False,One year,Fiber optic,False,Credit card (automatic),100.9000015258789,No,No
2305,34,False,Month-to-month,Fiber optic,False,Bank transfer (automatic),97.6999969482422,No,No
2306,3,False,Month-to-month,Fiber optic,False,Electronic check,69.8499984741211,No,No
2307,9,False,One year,DSL,False,Mailed check,65.5999984741211,No,No
2308,71,False,One year,Fiber optic,False,Bank transfer (automatic),104.6500015258789,No,No
2309,57,False,Two year,Fiber optic,False,Credit card (automatic),90.4499969482422,No,No
2310,72,False,Two year,DSL,False,Bank transfer (automatic),63.70000076293945,No,No
2311,48,False,Month-to-month,Fiber optic,True,Electronic check,104.5,No,Yes
2312,18,False,One year,No,False,Mailed check,20.100000381469727,No,No
2313,43,False,One year,Fiber optic,False,Credit card (automatic),104.3000030517578,No,No
2314,72,False,Two year,DSL,False,Bank transfer (automatic),93.25,No,No
2315,35,False,One year,DSL,False,Bank transfer (automatic),73.44999694824219,No,No
2316,4,False,Month-to-month,No,False,Mailed check,20.700000762939453,No,No
2317,49,False,Two year,No,False,Mailed check,25.25,No,No
2318,71,False,Two year,Fiber optic,False,Bank transfer (automatic),100.5,No,No
2319,11,False,Month-to-month,Fiber optic,False,Electronic check,90.5999984741211,No,No
2320,63,False,Two year,DSL,False,Credit card (automatic),89.4000015258789,No,No
2321,65,False,Month-to-month,Fiber optic,True,Bank transfer (automatic),95.4499969482422,No,Yes
2322,49,False,Two year,No,False,Credit card (automatic),20.450000762939453,No,No
2323,29,True,Month-to-month,Fiber optic,False,Credit card (automatic),98.5999984741211,Yes,No
2324,15,True,Month-to-month,Fiber optic,True,Electronic check,83.05000305175781,Yes,Yes
2325,4,False,Month-to-month,No,False,Electronic check,19.950000762939453,No,No
2326,72,False,One year,Fiber optic,False,Credit card (automatic),109.1500015258789,No,No
2327,26,False,Month-to-month,Fiber optic,True,Credit card (automatic),85.69999694824219,No,Yes
2328,35,False,Month-to-month,Fiber optic,True,Bank transfer (automatic),102.0500030517578,No,Yes
2329,57,False,One year,Fiber optic,False,Electronic check,94.6999969482422,No,No
2330,28,False,Month-to-month,DSL,False,Electronic check,64.4000015258789,No,No
2331,25,False,One year,No,False,Mailed check,26.799999237060547,No,No
2332,47,False,One year,DSL,False,Credit card (automatic),66.05000305175781,No,No
2333,57,False,Month-to-month,DSL,False,Bank transfer (automatic),65.19999694824219,No,No
2334,16,False,Month-to-month,Fiber optic,True,Credit card (automatic),85.05000305175781,No,Yes
2335,5,False,Month-to-month,DSL,False,Mailed check,55.79999923706055,No,No
2336,17,True,Month-to-month,Fiber optic,False,Bank transfer (automatic),70.4000015258789,Yes,No
2337,56,True,One year,Fiber optic,True,Bank transfer (automatic),104.75,Yes,Yes
2338,72,False,Two year,No,False,Bank transfer (automatic),19.950000762939453,No,No
2339,21,True,Month-to-month,Fiber optic,True,Electronic check,94.25,Yes,Yes
2340,48,False,One year,DSL,False,Credit card (automatic),45.0,No,No
2341,68,False,Two year,Fiber optic,False,Bank transfer (automatic),114.9000015258789,No,No
2342,30,False,Month-to-month,Fiber optic,False,Bank transfer (automatic),106.4000015258789,No,No
2343,3,False,Month-to-month,DSL,False,Mailed check,46.09999847412109,No,No
2344,14,False,Two year,DSL,True,Mailed check,39.70000076293945,No,Yes
2345,4,False,Month-to-month,No,False,Bank transfer (automatic),20.049999237060547,No,No
2346,71,False,Two year,Fiber optic,False,Credit card (automatic),95.75,No,No
2347,8,False,One year,No,False,Mailed check,24.399999618530277,No,No
2348,61,False,Month-to-month,DSL,False,Bank transfer (automatic),33.599998474121094,No,No
2349,72,False,Two year,Fiber optic,False,Bank transfer (automatic),90.4499969482422,No,No
2350,5,False,Month-to-month,Fiber optic,False,Electronic check,84.0,No,No
2351,49,False,Two year,DSL,False,Bank transfer (automatic),67.4000015258789,No,No
2352,8,False,Month-to-month,No,False,Bank transfer (automatic),19.700000762939453,No,No
2353,3,False,Month-to-month,Fiber optic,False,Electronic check,80.3499984741211,No,No
2354,9,False,Two year,No,False,Mailed check,19.600000381469727,No,No
2355,67,False,Two year,DSL,False,Bank transfer (automatic),54.20000076293945,No,No
2356,46,False,Month-to-month,DSL,False,Credit card (automatic),45.20000076293945,No,No
2357,67,False,One year,DSL,False,Mailed check,75.0999984741211,No,No
2358,55,False,One year,No,False,Electronic check,19.700000762939453,No,No
2359,33,False,Month-to-month,DSL,False,Bank transfer (automatic),72.75,No,No
2360,62,False,Two year,No,False,Credit card (automatic),20.049999237060547,No,No
2361,1,True,Month-to-month,DSL,False,Mailed check,45.95000076293945,Yes,No
2362,49,False,Month-to-month,DSL,False,Electronic check,39.20000076293945,No,No
2363,1,False,Month-to-month,DSL,False,Electronic check,44.75,No,No
2364,14,False,Month-to-month,Fiber optic,False,Electronic check,82.6500015258789,No,No
2365,18,False,Month-to-month,Fiber optic,True,Bank transfer (automatic),93.9000015258789,No,Yes
2366,1,True,Month-to-month,Fiber optic,True,Electronic check,70.1500015258789,Yes,Yes
2367,1,True,Month-to-month,Fiber optic,False,Credit card (automatic),85.55000305175781,Yes,No
2368,72,False,Two year,Fiber optic,False,Credit card (automatic),117.1500015258789,No,No
2369,64,False,Two year,Fiber optic,False,Credit card (automatic),99.25,No,No
2370,69,False,Two year,Fiber optic,False,Bank transfer (automatic),112.5500030517578,No,No
2371,1,False,Month-to-month,No,False,Electronic check,25.700000762939453,No,No
2372,71,False,Two year,DSL,False,Credit card (automatic),90.3000030517578,No,No
2373,66,False,One year,DSL,False,Credit card (automatic),49.400001525878906,No,No
2374,2,False,Month-to-month,No,False,Mailed check,19.399999618530277,No,No
2375,71,False,Two year,Fiber optic,True,Bank transfer (automatic),109.6999969482422,No,Yes
2376,11,False,One year,DSL,False,Electronic check,61.25,No,No
2377,47,False,Month-to-month,DSL,False,Electronic check,55.29999923706055,No,No
2378,35,True,Month-to-month,Fiber optic,False,Electronic check,70.30000305175781,Yes,No
2379,32,True,Month-to-month,Fiber optic,True,Bank transfer (automatic),106.3499984741211,Yes,Yes
2380,60,False,Month-to-month,Fiber optic,False,Bank transfer (automatic),103.75,No,No
2381,11,False,One year,No,False,Mailed check,19.5,No,No
2382,29,False,One year,DSL,False,Credit card (automatic),39.5,No,No
2383,21,False,Month-to-month,DSL,False,Electronic check,26.049999237060547,No,No
2384,48,False,Month-to-month,Fiber optic,True,Credit card (automatic),91.0500030517578,No,Yes
2385,3,False,Month-to-month,DSL,False,Mailed check,29.649999618530277,No,No
2386,43,False,Month-to-month,DSL,False,Mailed check,50.20000076293945,No,No
2387,5,False,Month-to-month,Fiber optic,False,Electronic check,105.3000030517578,No,No
2388,1,False,Month-to-month,DSL,False,Electronic check,55.45000076293945,No,No
2389,71,False,One year,DSL,False,Electronic check,85.44999694824219,No,No
2390,8,False,One year,No,False,Electronic check,19.799999237060547,No,No
2391,8,False,Month-to-month,DSL,False,Electronic check,59.25,No,No
2392,20,False,Month-to-month,Fiber optic,False,Credit card (automatic),90.6999969482422,No,No
2393,33,True,One year,Fiber optic,False,Mailed check,103.6999969482422,Yes,No
2394,71,False,One year,Fiber optic,False,Credit card (automatic),79.05000305175781,No,No
2395,31,False,One year,Fiber optic,True,Electronic check,90.6999969482422,No,Yes
2396,38,False,One year,Fiber optic,True,Credit card (automatic),95.0,No,Yes
2397,1,True,Month-to-month,Fiber optic,False,Electronic check,88.3499984741211,Yes,No
2398,2,False,Month-to-month,DSL,False,Mailed check,30.25,No,No
2399,12,False,Month-to-month,DSL,False,Bank transfer (automatic),49.84999847412109,No,No
2400,9,False,Month-to-month,Fiber optic,False,Bank transfer (automatic),93.0,No,No
2401,11,False,Month-to-month,DSL,True,Electronic check,54.54999923706055,No,Yes
2402,6,False,Month-to-month,No,False,Mailed check,19.700000762939453,No,No
2403,71,False,One year,DSL,False,Bank transfer (automatic),84.80000305175781,No,No
2404,42,False,One year,Fiber optic,False,Credit card (automatic),94.4499969482422,No,No
2405,8,True,Month-to-month,Fiber optic,False,Electronic check,94.1999969482422,Yes,No
2406,5,True,Month-to-month,Fiber optic,False,Electronic check,96.25,Yes,No
2407,2,True,Month-to-month,Fiber optic,False,Electronic check,70.69999694824219,Yes,No
2408,45,False,Two year,No,False,Mailed check,20.850000381469727,No,No
2409,28,False,One year,DSL,False,Credit card (automatic),60.0,No,No
2410,43,False,Month-to-month,Fiber optic,False,Electronic check,80.44999694824219,No,No
2411,60,False,Two year,DSL,False,Electronic check,84.94999694824219,No,No
2412,42,True,One year,DSL,False,Mailed check,33.54999923706055,Yes,No
2413,7,False,Two year,DSL,False,Credit card (automatic),49.650001525878906,No,No
2414,25,False,One year,No,False,Bank transfer (automatic),20.200000762939453,No,No
2415,40,True,Month-to-month,Fiber optic,True,Credit card (automatic),94.5500030517578,Yes,Yes
2416,27,False,One year,Fiber optic,False,Bank transfer (automatic),100.5,No,No
2417,10,False,Month-to-month,DSL,False,Electronic check,35.75,No,No
2418,27,False,Month-to-month,Fiber optic,True,Bank transfer (automatic),86.44999694824219,No,Yes
2419,11,False,One year,DSL,False,Bank transfer (automatic),53.79999923706055,No,No
2420,4,False,Month-to-month,DSL,False,Credit card (automatic),38.54999923706055,No,No
2421,68,False,Month-to-month,DSL,False,Bank transfer (automatic),39.900001525878906,No,No
2422,1,False,Month-to-month,Fiber optic,True,Electronic check,70.05000305175781,No,Yes
2423,18,False,One year,No,False,Mailed check,20.100000381469727,No,No
2424,57,True,Two year,Fiber optic,False,Bank transfer (automatic),112.9499969482422,Yes,No
2425,26,False,Month-to-month,No,False,Electronic check,20.299999237060547,No,No
2426,17,False,Month-to-month,DSL,False,Credit card (automatic),35.650001525878906,No,No
2427,1,True,Month-to-month,DSL,False,Electronic check,35.900001525878906,Yes,No
2428,38,True,Month-to-month,Fiber optic,False,Bank transfer (automatic),99.25,Yes,No
2429,59,False,One year,Fiber optic,True,Credit card (automatic),82.94999694824219,No,Yes
2430,30,False,Two year,DSL,False,Mailed check,55.650001525878906,No,No
2431,2,True,Month-to-month,DSL,True,Mailed check,24.450000762939453,Yes,Yes
2432,50,False,One year,No,True,Electronic check,25.200000762939453,No,Yes
2433,9,False,One year,DSL,False,Mailed check,50.79999923706055,No,No
2434,3,False,Month-to-month,No,False,Mailed check,19.649999618530277,No,No
2435,14,False,Month-to-month,DSL,False,Credit card (automatic),59.79999923706055,No,No
2436,31,False,Month-to-month,Fiber optic,True,Credit card (automatic),73.55000305175781,No,Yes
2437,7,False,Month-to-month,DSL,False,Electronic check,61.400001525878906,No,No
2438,8,True,Month-to-month,Fiber optic,False,Bank transfer (automatic),103.3499984741211,Yes,No
2439,17,False,One year,No,False,Bank transfer (automatic),19.899999618530277,No,No
2440,32,False,Month-to-month,No,False,Credit card (automatic),19.450000762939453,No,No
2441,2,False,Month-to-month,Fiber optic,True,Mailed check,81.5,No,Yes
2442,7,True,Month-to-month,Fiber optic,True,Electronic check,84.80000305175781,Yes,Yes
2443,72,False,Two year,Fiber optic,False,Credit card (automatic),109.5500030517578,No,No
2444,31,True,Month-to-month,Fiber optic,True,Electronic check,99.9499969482422,Yes,Yes
2445,27,False,Month-to-month,Fiber optic,False,Mailed check,74.4000015258789,No,No
2446,18,True,Month-to-month,Fiber optic,False,Credit card (automatic),90.0,Yes,No
2447,7,False,Month-to-month,Fiber optic,False,Electronic check,74.9000015258789,No,No
2448,14,True,Month-to-month,Fiber optic,True,Electronic check,104.8499984741211,Yes,Yes
2449,11,False,Month-to-month,DSL,False,Bank transfer (automatic),59.650001525878906,No,No
2450,72,False,Two year,Fiber optic,False,Bank transfer (automatic),110.4499969482422,No,No
2451,28,True,One year,Fiber optic,False,Electronic check,106.0999984741211,Yes,No
2452,15,True,Month-to-month,Fiber optic,True,Credit card (automatic),74.19999694824219,Yes,Yes
2453,4,False,Month-to-month,Fiber optic,True,Electronic check,74.44999694824219,No,Yes
2454,71,False,Two year,No,False,Electronic check,24.549999237060547,No,No
2455,5,True,Month-to-month,Fiber optic,False,Electronic check,89.3499984741211,Yes,No
2456,47,False,Two year,No,False,Mailed check,24.549999237060547,No,No
2457,57,False,One year,Fiber optic,True,Electronic check,90.6500015258789,No,Yes
2458,50,False,Two year,Fiber optic,True,Credit card (automatic),105.0500030517578,No,Yes
2459,8,False,Month-to-month,No,False,Credit card (automatic),20.450000762939453,No,No
2460,48,False,Two year,No,False,Mailed check,19.549999237060547,No,No
2461,70,False,One year,No,False,Bank transfer (automatic),19.700000762939453,No,No
2462,1,False,Month-to-month,DSL,False,Bank transfer (automatic),70.44999694824219,No,No
2463,8,False,Month-to-month,Fiber optic,False,Bank transfer (automatic),85.6500015258789,No,No
2464,1,True,Month-to-month,Fiber optic,False,Electronic check,77.1500015258789,Yes,No
2465,1,True,Month-to-month,DSL,False,Bank transfer (automatic),35.25,Yes,No
2466,60,False,Two year,No,False,Mailed check,20.549999237060547,No,No
2467,49,False,One year,Fiber optic,False,Electronic check,97.9499969482422,No,No
2468,4,True,Month-to-month,DSL,False,Electronic check,48.54999923706055,Yes,No
2469,29,False,One year,No,False,Mailed check,20.0,No,No
2470,67,False,Two year,No,False,Credit card (automatic),25.25,No,No
2471,53,True,Month-to-month,Fiber optic,False,Credit card (automatic),98.4000015258789,Yes,No
2472,67,False,Two year,DSL,False,Credit card (automatic),70.9000015258789,No,No
2473,6,False,Month-to-month,No,False,Mailed check,19.850000381469727,No,No
2474,47,False,Month-to-month,Fiber optic,False,Electronic check,106.3499984741211,No,No
2475,53,False,Two year,Fiber optic,False,Mailed check,99.5,No,No
2476,69,False,Two year,DSL,False,Mailed check,84.69999694824219,No,No
2477,3,False,Month-to-month,Fiber optic,False,Mailed check,86.05000305175781,No,No
2478,4,False,Month-to-month,DSL,False,Mailed check,44.54999923706055,No,No
2479,56,False,Two year,DSL,False,Credit card (automatic),75.8499984741211,No,No
2480,59,True,Month-to-month,Fiber optic,True,Bank transfer (automatic),93.8499984741211,Yes,Yes
2481,61,False,Two year,No,True,Bank transfer (automatic),25.0,No,Yes
2482,2,False,Month-to-month,DSL,False,Electronic check,45.0,No,No
2483,46,True,Month-to-month,Fiber optic,True,Electronic check,100.6999969482422,Yes,Yes
2484,12,False,Month-to-month,No,False,Mailed check,20.5,No,No
2485,14,True,Month-to-month,Fiber optic,False,Electronic check,80.44999694824219,Yes,No
2486,28,False,One year,Fiber optic,False,Electronic check,90.4499969482422,No,No
2487,24,False,Month-to-month,DSL,False,Bank transfer (automatic),60.45000076293945,No,No
2488,31,True,Month-to-month,DSL,False,Electronic check,55.25,Yes,No
2489,68,False,One year,DSL,False,Electronic check,78.44999694824219,No,No
2490,39,False,Two year,Fiber optic,False,Mailed check,100.5500030517578,No,No
2491,42,False,Month-to-month,No,False,Credit card (automatic),20.350000381469727,No,No
2492,13,True,Month-to-month,DSL,False,Electronic check,54.45000076293945,Yes,No
2493,6,False,Month-to-month,Fiber optic,False,Electronic check,90.75,No,No
2494,35,True,Month-to-month,Fiber optic,False,Credit card (automatic),75.3499984741211,Yes,No
2495,38,False,One year,No,False,Credit card (automatic),20.25,No,No
2496,18,False,Two year,No,False,Credit card (automatic),20.049999237060547,No,No
2497,4,False,Month-to-month,No,False,Mailed check,19.600000381469727,No,No
2498,27,False,Month-to-month,DSL,False,Electronic check,53.79999923706055,No,No
2499,41,False,One year,DSL,False,Mailed check,70.19999694824219,No,No
2500,50,False,One year,DSL,False,Electronic check,75.5,No,No
2501,72,False,Two year,No,False,Electronic check,20.350000381469727,No,No
2502,70,False,One year,No,False,Credit card (automatic),26.049999237060547,No,No
2503,44,False,One year,No,False,Bank transfer (automatic),20.600000381469727,No,No
2504,2,True,Month-to-month,Fiber optic,False,Electronic check,75.69999694824219,Yes,No
2505,34,False,One year,No,False,Bank transfer (automatic),20.100000381469727,No,No
2506,72,False,Two year,No,True,Bank transfer (automatic),24.299999237060547,No,Yes
2507,71,False,Two year,No,False,Electronic check,24.5,No,No
2508,64,False,Two year,Fiber optic,False,Credit card (automatic),110.5,No,No
2509,72,False,Two year,No,False,Bank transfer (automatic),25.25,No,No
2510,1,True,Month-to-month,Fiber optic,False,Mailed check,74.25,Yes,No
2511,29,False,One year,Fiber optic,True,Bank transfer (automatic),90.0999984741211,No,Yes
2512,23,False,One year,DSL,False,Bank transfer (automatic),68.75,No,No
2513,52,False,Two year,No,False,Mailed check,19.200000762939453,No,No
2514,25,True,Month-to-month,Fiber optic,True,Electronic check,89.69999694824219,Yes,Yes
2515,64,False,Two year,Fiber optic,False,Bank transfer (automatic),115.0999984741211,No,No
2516,16,True,Month-to-month,Fiber optic,True,Electronic check,96.4000015258789,Yes,Yes
2517,1,True,Month-to-month,Fiber optic,True,Bank transfer (automatic),69.5,Yes,Yes
2518,24,False,Month-to-month,Fiber optic,False,Bank transfer (automatic),99.6500015258789,No,No
2519,2,False,Month-to-month,Fiber optic,False,Electronic check,91.4499969482422,No,No
2520,34,False,Two year,DSL,False,Mailed check,84.75,No,No
2521,36,True,Month-to-month,Fiber optic,True,Credit card (automatic),85.25,Yes,Yes
2522,53,False,One year,DSL,False,Mailed check,78.75,No,No
2523,47,False,Two year,No,False,Credit card (automatic),20.25,No,No
2524,72,False,Two year,No,False,Credit card (automatic),19.899999618530277,No,No
2525,72,False,Two year,Fiber optic,False,Credit card (automatic),97.75,No,No
2526,1,True,Month-to-month,No,False,Mailed check,19.399999618530277,Yes,No
2527,9,True,Month-to-month,Fiber optic,False,Electronic check,83.30000305175781,Yes,No
2528,8,True,Month-to-month,Fiber optic,False,Bank transfer (automatic),80.0999984741211,Yes,No
2529,45,True,One year,DSL,True,Credit card (automatic),62.70000076293945,Yes,Yes
2530,7,False,Month-to-month,Fiber optic,False,Electronic check,100.4000015258789,No,No
2531,71,False,Two year,No,False,Credit card (automatic),24.450000762939453,No,No
2532,41,False,One year,Fiber optic,True,Bank transfer (automatic),101.0999984741211,No,Yes
2533,67,False,Two year,DSL,False,Credit card (automatic),50.900001525878906,No,No
2534,69,False,One year,Fiber optic,False,Credit card (automatic),107.1999969482422,No,No
2535,70,False,Two year,DSL,True,Bank transfer (automatic),92.1999969482422,No,Yes
2536,25,True,One year,No,False,Bank transfer (automatic),25.299999237060547,Yes,No
2537,72,False,Two year,Fiber optic,False,Bank transfer (automatic),113.4000015258789,No,No
2538,34,False,Two year,DSL,False,Electronic check,40.54999923706055,No,No
2539,65,False,Two year,No,False,Credit card (automatic),26.0,No,No
2540,70,False,Two year,Fiber optic,False,Credit card (automatic),111.9499969482422,No,No
2541,72,False,Two year,DSL,False,Credit card (automatic),53.79999923706055,No,No
2542,35,False,One year,DSL,False,Mailed check,72.0999984741211,No,No
2543,13,True,Month-to-month,Fiber optic,False,Mailed check,98.1500015258789,Yes,No
2544,12,False,One year,DSL,False,Electronic check,78.8499984741211,No,No
2545,62,False,One year,DSL,False,Bank transfer (automatic),70.75,No,No
2546,25,False,Month-to-month,DSL,False,Credit card (automatic),76.1500015258789,No,No
2547,52,False,Two year,DSL,False,Mailed check,39.09999847412109,No,No
2548,8,False,Month-to-month,Fiber optic,True,Credit card (automatic),69.94999694824219,No,Yes
2549,2,False,Month-to-month,No,False,Mailed check,20.049999237060547,No,No
2550,56,False,Two year,No,False,Mailed check,20.049999237060547,No,No
2551,12,False,Month-to-month,No,False,Bank transfer (automatic),19.450000762939453,No,No
2552,47,False,One year,No,False,Electronic check,26.899999618530277,No,No
2553,2,False,Month-to-month,No,True,Electronic check,19.200000762939453,No,Yes
2554,18,False,Month-to-month,DSL,False,Mailed check,50.0,No,No
2555,8,False,Month-to-month,DSL,False,Electronic check,60.0,No,No
2556,45,False,Month-to-month,Fiber optic,False,Mailed check,84.55000305175781,No,No
2557,3,False,Month-to-month,DSL,False,Mailed check,45.45000076293945,No,No
2558,38,False,One year,No,False,Mailed check,20.049999237060547,No,No
2559,72,False,Two year,Fiber optic,False,Electronic check,115.5500030517578,No,No
2560,46,True,Month-to-month,Fiber optic,False,Electronic check,93.6999969482422,Yes,No
2561,71,False,Two year,Fiber optic,False,Credit card (automatic),99.0,No,No
2562,66,False,Two year,DSL,False,Bank transfer (automatic),50.54999923706055,No,No
2563,25,True,Month-to-month,Fiber optic,True,Mailed check,105.9499969482422,Yes,Yes
2564,18,True,One year,DSL,False,Credit card (automatic),82.0,Yes,No
2565,13,False,Two year,No,False,Bank transfer (automatic),25.0,No,No
2566,65,False,Two year,DSL,False,Bank transfer (automatic),91.5500030517578,No,No
2567,60,True,Month-to-month,Fiber optic,False,Electronic check,95.75,Yes,No
2568,15,False,Two year,No,False,Mailed check,19.350000381469727,No,No
2569,72,False,Two year,No,False,Credit card (automatic),24.850000381469727,No,No
2570,30,True,Month-to-month,Fiber optic,False,Credit card (automatic),94.0500030517578,Yes,No
2571,42,False,Two year,Fiber optic,False,Electronic check,100.4000015258789,No,No
2572,71,False,Two year,No,False,Bank transfer (automatic),25.0,No,No
2573,1,True,Month-to-month,DSL,False,Mailed check,54.75,Yes,No
2574,39,True,Month-to-month,Fiber optic,True,Bank transfer (automatic),95.6500015258789,Yes,Yes
2575,35,False,Month-to-month,No,False,Bank transfer (automatic),19.25,No,No
2576,53,False,Month-to-month,Fiber optic,False,Bank transfer (automatic),108.25,No,No
2577,1,True,Month-to-month,Fiber optic,False,Electronic check,94.5999984741211,Yes,No
2578,31,True,Month-to-month,Fiber optic,True,Electronic check,98.9000015258789,Yes,Yes
2579,48,False,Two year,No,False,Credit card (automatic),20.149999618530277,No,No
2580,30,False,Month-to-month,Fiber optic,True,Electronic check,101.3000030517578,No,Yes
2581,10,False,Month-to-month,No,False,Credit card (automatic),20.0,No,No
2582,12,False,Month-to-month,Fiber optic,False,Electronic check,105.3000030517578,No,No
2583,57,False,Two year,DSL,True,Bank transfer (automatic),69.8499984741211,No,Yes
2584,58,False,Month-to-month,DSL,False,Credit card (automatic),65.25,No,No
2585,37,False,Two year,No,False,Mailed check,19.799999237060547,No,No
2586,44,False,Month-to-month,No,False,Mailed check,19.600000381469727,No,No
2587,27,False,One year,No,False,Credit card (automatic),20.049999237060547,No,No
2588,8,False,Month-to-month,DSL,False,Electronic check,49.400001525878906,No,No
2589,3,True,Month-to-month,Fiber optic,True,Electronic check,76.05000305175781,Yes,Yes
2590,25,False,Month-to-month,Fiber optic,True,Bank transfer (automatic),88.4000015258789,No,Yes
2591,57,False,Month-to-month,Fiber optic,False,Electronic check,100.5999984741211,No,No
2592,12,False,Month-to-month,No,False,Mailed check,19.450000762939453,No,No
2593,62,False,Two year,No,False,Bank transfer (automatic),20.299999237060547,No,No
2594,65,False,Two year,Fiber optic,False,Bank transfer (automatic),107.6500015258789,No,No
2595,71,False,Two year,DSL,False,Bank transfer (automatic),80.44999694824219,No,No
2596,21,False,One year,DSL,False,Credit card (automatic),58.84999847412109,No,No
2597,71,False,One year,Fiber optic,False,Electronic check,109.5999984741211,No,No
2598,7,False,Month-to-month,Fiber optic,False,Electronic check,75.1500015258789,No,No
2599,72,False,Two year,DSL,False,Credit card (automatic),73.0,No,No
2600,1,False,Month-to-month,Fiber optic,False,Electronic check,70.0999984741211,No,No
2601,72,False,Two year,Fiber optic,False,Bank transfer (automatic),98.6500015258789,No,No
2602,64,False,One year,Fiber optic,False,Electronic check,111.4499969482422,No,No
2603,72,False,Two year,Fiber optic,False,Electronic check,114.9000015258789,No,No
2604,29,False,Month-to-month,Fiber optic,False,Bank transfer (automatic),100.5500030517578,No,No
2605,13,False,Two year,No,False,Mailed check,20.399999618530277,No,No
2606,31,False,Month-to-month,Fiber optic,False,Electronic check,104.3499984741211,No,No
2607,1,True,Month-to-month,Fiber optic,True,Electronic check,69.75,Yes,Yes
2608,7,True,Month-to-month,DSL,False,Electronic check,34.5,Yes,No
2609,61,True,Month-to-month,Fiber optic,False,Electronic check,105.5500030517578,Yes,No
2610,39,True,Month-to-month,DSL,False,Credit card (automatic),30.100000381469727,Yes,No
2611,10,True,Month-to-month,Fiber optic,False,Electronic check,70.30000305175781,Yes,No
2612,14,False,Month-to-month,DSL,False,Credit card (automatic),80.44999694824219,No,No
2613,1,True,Month-to-month,Fiber optic,False,Mailed check,80.19999694824219,Yes,No
2614,67,True,One year,Fiber optic,False,Credit card (automatic),94.3499984741211,Yes,No
2615,72,False,Two year,DSL,False,Bank transfer (automatic),91.3499984741211,No,No
2616,6,True,Month-to-month,DSL,False,Bank transfer (automatic),44.59999847412109,Yes,No
2617,1,True,Month-to-month,No,False,Mailed check,19.600000381469727,Yes,No
2618,25,False,One year,No,False,Electronic check,19.899999618530277,No,No
2619,33,True,Month-to-month,Fiber optic,True,Electronic check,110.4499969482422,Yes,Yes
2620,18,False,Month-to-month,DSL,False,Electronic check,68.3499984741211,No,No
