tenure,Churn,Contract,SeniorCitizen,MonthlyCharges
37,0,Month-to-month,0,40.20000076293945
13,0,Two year,0,19.950000762939453
49,0,One year,0,55.34999847412109
45,0,One year,1,102.1500015258789
18,0,Month-to-month,0,71.0999984741211
1,1,Month-to-month,1,74.69999694824219
68,0,Two year,0,54.09999847412109
54,0,Two year,0,19.649999618530277
23,0,Month-to-month,1,88.44999694824219
17,1,Month-to-month,0,76.6500015258789
71,0,Two year,0,80.4000015258789
67,0,Two year,0,19.25
14,0,Month-to-month,0,84.80000305175781
1,1,Month-to-month,1,25.799999237060547
63,0,Two year,0,19.5
41,0,One year,0,68.5999984741211
17,0,Month-to-month,0,92.5999984741211
56,0,One year,0,100.5500030517578
5,0,Month-to-month,0,20.549999237060547
2,1,Month-to-month,0,42.59999847412109
3,0,Month-to-month,0,19.600000381469727
37,0,One year,0,67.44999694824219
29,1,Month-to-month,0,68.8499984741211
8,0,Month-to-month,0,43.54999923706055
63,0,Month-to-month,0,109.8499984741211
7,0,Month-to-month,0,20.649999618530277
3,0,Month-to-month,0,95.4000015258789
72,0,Two year,0,21.0
19,0,Month-to-month,0,56.20000076293945
59,0,Two year,0,18.399999618530277
2,1,Month-to-month,0,90.0
35,0,Month-to-month,0,25.75
14,0,Month-to-month,0,19.600000381469727
14,1,Month-to-month,0,75.3499984741211
69,0,Two year,0,19.799999237060547
7,0,Month-to-month,1,64.19999694824219
69,0,Two year,0,75.75
72,0,Two year,0,78.94999694824219
8,1,Month-to-month,0,100.8499984741211
4,0,Month-to-month,0,50.29999923706055
63,0,Month-to-month,0,80.30000305175781
72,0,Two year,0,19.850000381469727
46,0,Two year,0,21.100000381469727
5,1,Month-to-month,0,69.94999694824219
30,0,Month-to-month,0,50.0
63,0,Two year,0,104.75
60,0,Two year,0,19.850000381469727
63,1,One year,0,107.5
25,0,Month-to-month,0,85.9000015258789
1,1,Month-to-month,0,45.84999847412109
6,0,Month-to-month,1,80.80000305175781
22,0,Two year,0,25.25
31,0,Two year,0,80.55000305175781
39,0,Month-to-month,0,81.5
26,0,Month-to-month,0,20.899999618530277
53,1,One year,0,106.0999984741211
1,1,Month-to-month,0,91.6999969482422
12,0,Month-to-month,0,67.25
16,1,Month-to-month,0,95.5999984741211
2,0,Month-to-month,0,20.350000381469727
39,0,One year,0,45.04999923706055
1,1,Month-to-month,0,74.94999694824219
7,0,Month-to-month,0,34.650001525878906
4,0,Month-to-month,1,69.3499984741211
10,1,Month-to-month,1,95.3499984741211
55,0,Month-to-month,0,81.55000305175781
72,0,Two year,0,75.4000015258789
10,0,Month-to-month,0,67.80000305175781
11,0,Month-to-month,1,111.4000015258789
15,0,Month-to-month,0,46.29999923706055
23,0,Two year,0,20.399999618530277
1,0,Month-to-month,0,20.049999237060547
3,1,Month-to-month,1,45.0
47,0,One year,0,96.0999984741211
15,0,One year,0,19.649999618530277
66,1,Month-to-month,0,99.5
68,0,One year,1,60.650001525878906
17,1,One year,0,98.5999984741211
7,1,Month-to-month,0,59.5
12,1,Month-to-month,1,80.44999694824219
21,0,One year,1,71.69999694824219
21,0,Month-to-month,0,36.0
56,0,One year,0,65.19999694824219
6,0,Month-to-month,0,48.95000076293945
65,0,Two year,1,53.5
42,0,One year,0,80.44999694824219
68,0,Two year,0,109.0500030517578
48,0,Two year,0,26.299999237060547
50,0,One year,1,106.8000030517578
7,0,Month-to-month,1,64.94999694824219
63,0,Two year,0,19.350000381469727
17,0,Month-to-month,0,21.100000381469727
42,1,Month-to-month,0,77.94999694824219
4,0,Month-to-month,0,18.850000381469727
62,0,Two year,0,26.0
2,1,Month-to-month,1,74.69999694824219
2,0,Month-to-month,0,70.3499984741211
48,0,Two year,0,96.9000015258789
27,0,Two year,0,19.549999237060547
70,0,Two year,0,80.4000015258789
1,1,Month-to-month,1,88.80000305175781
46,0,One year,0,94.6500015258789
30,1,Month-to-month,0,90.25
15,1,Month-to-month,0,64.6500015258789
69,0,One year,0,95.75
65,0,Two year,0,19.549999237060547
72,0,Two year,1,104.0999984741211
13,1,Month-to-month,1,89.05000305175781
17,0,One year,0,20.100000381469727
51,0,One year,0,111.5500030517578
51,0,Two year,0,60.5
72,0,Two year,0,90.9499969482422
67,1,One year,0,87.4000015258789
34,0,Month-to-month,0,19.700000762939453
67,0,Two year,0,50.95000076293945
49,0,One year,0,20.049999237060547
53,0,Two year,0,19.399999618530277
27,0,Month-to-month,0,59.45000076293945
23,1,Month-to-month,1,94.75
69,0,Two year,0,81.5
2,0,Month-to-month,0,29.049999237060547
35,1,Month-to-month,0,86.44999694824219
46,0,One year,0,70.5999984741211
54,0,Two year,0,97.1999969482422
56,1,One year,0,98.25
9,1,Month-to-month,0,75.75
20,0,Month-to-month,0,59.20000076293945
11,0,Month-to-month,0,75.9000015258789
30,0,Month-to-month,1,90.05000305175781
68,0,Two year,0,70.94999694824219
38,0,Month-to-month,1,102.5999984741211
17,1,Month-to-month,1,85.3499984741211
48,1,One year,0,106.0999984741211
1,0,Month-to-month,0,43.79999923706055
63,0,Two year,0,59.0
3,0,One year,0,69.94999694824219
48,0,One year,0,24.350000381469727
66,0,One year,0,29.450000762939453
68,0,Two year,0,84.4000015258789
17,1,Month-to-month,1,45.04999923706055
7,0,One year,0,20.649999618530277
72,0,Two year,0,87.0999984741211
29,0,Month-to-month,0,19.850000381469727
37,0,Month-to-month,0,90.3499984741211
34,1,Month-to-month,0,109.8000030517578
42,1,Month-to-month,1,84.6500015258789
59,0,One year,0,65.5
11,1,Month-to-month,0,79.5
60,0,Month-to-month,1,80.94999694824219
27,0,Month-to-month,0,56.150001525878906
1,1,Month-to-month,0,85.80000305175781
1,1,Month-to-month,1,79.0999984741211
17,0,Month-to-month,0,34.400001525878906
58,0,Two year,0,20.75
1,0,One year,0,18.799999237060547
3,1,Month-to-month,0,44.29999923706055
53,0,Month-to-month,0,90.8000030517578
35,0,Month-to-month,0,25.600000381469727
50,1,Month-to-month,0,105.9499969482422
68,0,Two year,0,70.80000305175781
47,0,Month-to-month,0,25.399999618530277
65,0,Month-to-month,1,108.8000030517578
5,1,Month-to-month,0,69.75
51,1,Month-to-month,0,94.6500015258789
46,1,Month-to-month,0,96.0500030517578
9,0,Month-to-month,0,76.8499984741211
8,0,Two year,0,20.25
14,0,One year,0,24.799999237060547
45,0,Month-to-month,0,115.6500015258789
8,0,Month-to-month,0,74.5999984741211
1,1,Month-to-month,1,50.150001525878906
66,0,One year,0,103.1500015258789
72,0,Two year,0,72.0999984741211
41,1,Month-to-month,0,113.5999984741211
23,0,Two year,0,25.100000381469727
29,1,Month-to-month,0,78.9000015258789
4,0,Month-to-month,0,80.1500015258789
6,0,Two year,0,25.399999618530277
67,0,One year,1,105.4000015258789
7,0,Month-to-month,1,45.75
56,0,One year,0,24.450000762939453
72,0,Two year,0,25.0
72,0,Two year,0,85.25
23,0,Two year,0,19.600000381469727
35,0,Month-to-month,0,50.150001525878906
27,0,Month-to-month,1,70.55000305175781
26,1,Month-to-month,0,60.04999923706055
12,0,One year,0,26.399999618530277
40,0,Two year,0,20.149999618530277
7,0,Month-to-month,0,58.84999847412109
70,0,Month-to-month,0,97.5500030517578
60,0,Two year,0,19.649999618530277
39,0,One year,0,25.25
72,0,Two year,0,114.4499969482422
1,1,Month-to-month,0,34.70000076293945
54,0,One year,0,70.69999694824219
3,1,Month-to-month,0,85.30000305175781
63,0,Two year,0,75.55000305175781
71,0,Two year,0,84.80000305175781
42,0,One year,0,20.649999618530277
47,0,Two year,0,20.450000762939453
66,1,One year,0,102.4499969482422
21,1,Month-to-month,0,104.4000015258789
11,0,Month-to-month,0,35.650001525878906
1,1,Month-to-month,0,99.75
55,0,Month-to-month,1,90.4499969482422
69,0,Two year,0,97.6500015258789
3,0,Month-to-month,1,73.8499984741211
4,1,Month-to-month,0,74.4000015258789
30,0,Two year,1,69.0999984741211
5,0,Month-to-month,0,82.75
71,0,Two year,0,24.399999618530277
29,0,One year,0,55.25
52,0,Month-to-month,0,61.34999847412109
68,0,One year,0,76.75
46,0,Two year,0,19.399999618530277
8,0,Month-to-month,0,54.75
72,0,Two year,0,19.700000762939453
17,0,One year,0,19.899999618530277
3,0,Month-to-month,0,107.9499969482422
2,0,Month-to-month,1,83.80000305175781
9,1,Month-to-month,0,74.25
51,0,One year,0,56.400001525878906
6,0,Two year,0,20.100000381469727
3,0,Month-to-month,0,94.9000015258789
17,0,Month-to-month,1,94.1999969482422
30,0,Month-to-month,0,49.900001525878906
31,0,Month-to-month,0,71.05000305175781
45,0,Two year,0,81.6500015258789
64,0,One year,0,89.44999694824219
1,1,Month-to-month,0,59.84999847412109
1,1,Month-to-month,1,69.5999984741211
61,0,One year,1,99.0
1,0,Month-to-month,0,19.049999237060547
9,1,Month-to-month,0,45.400001525878906
72,0,Two year,0,114.4499969482422
1,1,Month-to-month,0,19.5
7,0,Month-to-month,0,44.25
66,0,One year,0,90.5500030517578
1,1,Month-to-month,0,69.9000015258789
40,0,Month-to-month,0,20.399999618530277
16,0,Month-to-month,0,71.4000015258789
2,1,Month-to-month,0,87.1500015258789
67,0,Two year,0,24.850000381469727
41,0,One year,0,104.4499969482422
56,0,Two year,0,19.799999237060547
72,0,Two year,0,116.4499969482422
3,1,Month-to-month,0,84.75
54,0,Two year,0,20.049999237060547
52,0,Month-to-month,1,110.75
50,0,Two year,0,89.69999694824219
14,1,Month-to-month,0,89.94999694824219
27,0,One year,0,48.70000076293945
72,0,Two year,1,96.5999984741211
62,0,One year,0,74.30000305175781
12,0,Month-to-month,0,54.29999923706055
44,0,One year,1,74.8499984741211
54,0,Two year,0,79.94999694824219
68,0,Two year,0,20.049999237060547
20,0,Month-to-month,0,19.399999618530277
50,0,One year,0,54.900001525878906
58,0,Two year,0,24.450000762939453
35,0,Month-to-month,0,89.6500015258789
2,0,Month-to-month,0,45.400001525878906
63,0,Two year,0,75.69999694824219
58,0,One year,0,110.6500015258789
27,0,One year,0,20.549999237060547
71,0,Two year,0,115.1500015258789
63,0,One year,0,58.54999923706055
71,0,Month-to-month,0,93.25
41,1,Month-to-month,1,113.1999969482422
13,1,Month-to-month,1,90.5
2,1,Month-to-month,0,79.0
68,0,Two year,0,19.350000381469727
1,0,Month-to-month,0,48.75
65,0,Two year,1,109.0500030517578
72,0,Two year,1,25.0
28,0,Month-to-month,0,54.900001525878906
72,0,Two year,0,24.75
2,0,Month-to-month,0,91.1500015258789
18,1,One year,0,20.149999618530277
60,0,One year,1,104.3499984741211
26,0,Month-to-month,1,66.05000305175781
1,1,Month-to-month,0,71.6500015258789
4,1,Month-to-month,0,20.350000381469727
68,0,Two year,0,92.1999969482422
38,1,Month-to-month,0,84.25
42,0,One year,1,105.1999969482422
57,0,Two year,0,19.600000381469727
54,0,Month-to-month,0,30.399999618530277
12,1,Month-to-month,0,78.0999984741211
44,0,One year,0,61.5
42,0,Month-to-month,0,69.4000015258789
72,0,Two year,0,24.75
71,0,Two year,0,91.0500030517578
19,1,Month-to-month,0,89.6500015258789
23,0,Month-to-month,0,73.6500015258789
30,0,Two year,0,19.399999618530277
35,0,One year,0,26.200000762939453
10,1,Month-to-month,0,98.6999969482422
1,0,Month-to-month,0,43.84999847412109
22,0,Month-to-month,0,69.69999694824219
7,0,Two year,0,38.54999923706055
36,0,Two year,0,53.09999847412109
34,0,Month-to-month,0,20.649999618530277
72,0,Two year,0,64.44999694824219
36,0,Two year,0,25.100000381469727
1,1,Month-to-month,0,76.3499984741211
23,1,Month-to-month,0,79.1500015258789
32,1,Month-to-month,1,85.0
71,0,One year,0,95.1500015258789
23,0,Month-to-month,1,79.3499984741211
17,0,One year,0,96.6500015258789
1,0,Month-to-month,0,75.5
12,0,Two year,0,19.700000762939453
72,0,Two year,0,20.5
1,0,Month-to-month,0,19.200000762939453
72,0,Two year,1,98.3499984741211
60,0,Month-to-month,0,74.3499984741211
61,0,Two year,0,51.34999847412109
6,0,Month-to-month,0,45.650001525878906
32,1,Month-to-month,1,85.30000305175781
31,1,Month-to-month,0,86.55000305175781
19,1,Month-to-month,0,73.8499984741211
72,0,Two year,0,20.299999237060547
32,0,Month-to-month,0,54.20000076293945
65,0,Month-to-month,0,90.6500015258789
45,0,Month-to-month,0,50.900001525878906
42,0,One year,0,25.049999237060547
8,0,Month-to-month,0,74.8499984741211
32,0,Two year,0,20.5
22,0,Month-to-month,1,63.54999923706055
57,1,Month-to-month,1,44.84999847412109
1,0,Month-to-month,0,47.95000076293945
1,1,Month-to-month,1,45.09999847412109
1,0,Month-to-month,0,45.0
24,1,Month-to-month,0,96.0
1,1,Month-to-month,0,20.049999237060547
54,0,Month-to-month,1,90.05000305175781
4,0,Two year,0,25.299999237060547
65,1,Two year,0,108.6500015258789
56,0,One year,0,24.299999237060547
45,0,Month-to-month,0,75.94999694824219
71,0,Two year,0,19.700000762939453
59,0,One year,0,66.4000015258789
69,0,One year,0,35.75
19,0,One year,0,18.799999237060547
55,0,Two year,0,19.399999618530277
38,0,One year,0,19.299999237060547
10,1,Month-to-month,0,45.54999923706055
47,0,Month-to-month,1,67.44999694824219
2,1,Month-to-month,0,35.099998474121094
1,1,Month-to-month,0,46.20000076293945
1,1,Month-to-month,0,45.150001525878906
1,1,Month-to-month,1,43.29999923706055
46,0,Two year,0,20.100000381469727
38,1,Month-to-month,1,57.150001525878906
65,0,Two year,0,58.900001525878906
19,1,Month-to-month,0,73.19999694824219
52,1,Month-to-month,0,85.3499984741211
71,0,Two year,0,19.450000762939453
1,1,Month-to-month,0,45.95000076293945
52,0,Month-to-month,1,50.5
6,0,One year,0,25.100000381469727
26,0,One year,1,60.70000076293945
48,0,One year,1,99.0
64,0,One year,0,104.4000015258789
3,1,Month-to-month,0,83.75
1,0,Month-to-month,0,44.04999923706055
72,0,Two year,0,24.100000381469727
1,0,Month-to-month,0,45.54999923706055
51,0,Month-to-month,0,93.8000030517578
41,0,Two year,0,19.700000762939453
72,0,Two year,0,70.6500015258789
43,0,Two year,0,86.44999694824219
72,0,Two year,0,114.0999984741211
47,0,One year,0,95.1999969482422
72,0,Two year,0,88.55000305175781
3,0,Month-to-month,0,20.75
1,1,Month-to-month,0,70.05000305175781
2,1,Month-to-month,0,86.0
26,0,Month-to-month,0,44.650001525878906
29,0,Month-to-month,0,60.20000076293945
35,1,Month-to-month,1,100.5
27,0,One year,0,55.45000076293945
24,0,Month-to-month,0,70.30000305175781
67,0,Two year,0,60.400001525878906
16,1,Month-to-month,0,72.6500015258789
23,0,One year,0,55.79999923706055
14,0,Month-to-month,0,31.100000381469727
1,1,Month-to-month,0,21.0
1,1,Month-to-month,1,45.09999847412109
4,0,Month-to-month,1,50.95000076293945
16,0,Month-to-month,0,69.0999984741211
46,0,Month-to-month,0,43.95000076293945
68,0,Two year,0,86.5
38,0,Month-to-month,0,69.94999694824219
30,1,Month-to-month,1,50.400001525878906
5,1,Month-to-month,1,78.94999694824219
17,0,Month-to-month,0,90.9499969482422
4,0,Two year,0,19.899999618530277
12,0,One year,0,20.149999618530277
72,0,Two year,0,90.5999984741211
3,0,Month-to-month,0,92.0
56,1,Month-to-month,0,94.4499969482422
41,0,One year,0,24.850000381469727
40,0,One year,0,36.0
7,0,Month-to-month,0,78.5
69,0,Two year,0,19.950000762939453
7,0,One year,0,20.649999618530277
5,0,Month-to-month,0,30.5
72,0,Two year,0,106.0999984741211
44,0,One year,0,20.5
65,0,One year,0,95.5
3,0,Month-to-month,0,64.5999984741211
24,0,Month-to-month,0,51.09999847412109
44,1,Month-to-month,0,84.80000305175781
72,0,Two year,1,89.0999984741211
24,0,Month-to-month,0,54.95000076293945
1,1,Month-to-month,0,50.900001525878906
22,0,Month-to-month,0,20.450000762939453
70,0,Two year,0,85.94999694824219
25,0,Month-to-month,0,60.34999847412109
37,0,Two year,0,19.799999237060547
22,0,Month-to-month,1,85.3499984741211
59,0,Two year,0,72.0999984741211
49,1,Month-to-month,0,99.8000030517578
47,1,Month-to-month,0,107.3499984741211
31,1,Month-to-month,0,19.549999237060547
1,0,Month-to-month,0,81.05000305175781
3,0,Month-to-month,0,20.5
53,0,One year,0,111.8000030517578
1,0,Month-to-month,0,20.200000762939453
20,0,One year,0,19.700000762939453
3,1,Month-to-month,0,79.0999984741211
51,0,One year,0,19.850000381469727
51,0,One year,0,60.5
13,0,Two year,0,19.549999237060547
1,0,Month-to-month,0,20.899999618530277
1,0,Month-to-month,0,21.049999237060547
63,0,One year,0,71.5
3,0,Month-to-month,0,54.650001525878906
46,0,Two year,0,19.200000762939453
1,0,Month-to-month,0,49.79999923706055
8,1,Month-to-month,0,25.5
71,0,Two year,0,20.5
55,0,Month-to-month,0,90.4000015258789
70,0,One year,0,90.25
2,1,Month-to-month,0,80.75
67,0,Two year,0,104.5999984741211
65,1,Month-to-month,0,91.8499984741211
14,0,Month-to-month,0,50.20000076293945
20,0,Month-to-month,0,95.5
1,1,Month-to-month,0,75.3499984741211
1,1,Month-to-month,0,75.44999694824219
49,0,Month-to-month,0,95.4000015258789
72,0,Two year,0,101.3000030517578
46,0,Month-to-month,0,53.09999847412109
24,0,Month-to-month,0,84.8499984741211
5,0,Month-to-month,0,34.25
33,0,Month-to-month,0,88.5999984741211
42,0,One year,0,60.150001525878906
23,0,One year,0,99.9499969482422
8,0,Month-to-month,0,70.69999694824219
66,0,One year,0,54.79999923706055
24,1,Month-to-month,0,49.54999923706055
24,0,Month-to-month,1,54.79999923706055
69,1,One year,0,78.5999984741211
53,0,One year,0,100.3000030517578
60,0,Two year,0,53.59999847412109
7,1,Month-to-month,0,81.0999984741211
20,0,One year,0,19.350000381469727
23,0,Month-to-month,0,85.5999984741211
72,0,Two year,0,80.80000305175781
11,1,Month-to-month,0,74.94999694824219
21,0,Two year,0,19.600000381469727
1,1,Month-to-month,1,93.5500030517578
31,0,Month-to-month,1,90.6999969482422
57,0,Two year,0,69.75
45,0,Two year,0,20.0
10,0,Month-to-month,0,95.25
58,1,Month-to-month,0,102.0999984741211
14,0,Month-to-month,0,19.950000762939453
27,0,One year,0,80.8499984741211
14,1,Month-to-month,0,90.9000015258789
12,1,Month-to-month,0,29.200000762939453
69,0,Two year,0,93.3000030517578
25,1,Month-to-month,0,89.1500015258789
58,1,One year,1,108.8499984741211
35,0,Two year,0,46.34999847412109
16,1,Month-to-month,1,84.75
45,0,One year,0,78.75
17,0,Month-to-month,0,83.55000305175781
1,1,Month-to-month,0,45.70000076293945
22,0,One year,0,19.600000381469727
1,1,Month-to-month,1,69.94999694824219
67,0,Two year,0,67.8499984741211
67,0,Two year,0,105.6500015258789
2,1,Month-to-month,0,44.59999847412109
23,1,Month-to-month,0,74.94999694824219
9,0,Month-to-month,1,75.5
5,0,Month-to-month,0,20.149999618530277
54,0,Two year,0,45.20000076293945
57,1,Two year,0,95.25
24,1,Month-to-month,0,89.8499984741211
49,1,One year,0,100.4499969482422
5,1,Month-to-month,0,47.150001525878906
2,1,Month-to-month,0,80.19999694824219
4,1,Month-to-month,0,87.0999984741211
70,0,Two year,0,79.25
5,1,Month-to-month,0,75.9000015258789
53,0,Month-to-month,0,85.69999694824219
47,1,Month-to-month,0,98.75
31,0,One year,0,20.100000381469727
13,0,Month-to-month,0,61.79999923706055
28,0,Month-to-month,0,49.900001525878906
10,1,Month-to-month,0,86.44999694824219
38,0,Two year,0,20.399999618530277
1,1,Month-to-month,0,45.29999923706055
67,1,One year,0,104.0999984741211
52,0,One year,0,75.4000015258789
62,0,Two year,0,108.1500015258789
16,0,Month-to-month,0,86.25
5,1,Month-to-month,1,81.0
12,0,One year,0,95.6999969482422
72,0,Two year,0,116.8499984741211
71,0,One year,1,105.75
24,0,One year,0,20.149999618530277
15,0,Two year,0,19.600000381469727
67,1,One year,0,90.5999984741211
2,0,Month-to-month,0,60.95000076293945
5,0,Month-to-month,0,25.049999237060547
15,1,Month-to-month,0,88.1500015258789
1,1,Month-to-month,0,20.200000762939453
41,0,One year,0,60.29999923706055
43,0,Month-to-month,0,63.95000076293945
1,0,Month-to-month,1,74.30000305175781
1,0,Month-to-month,1,70.5999984741211
26,1,Month-to-month,0,90.8000030517578
22,1,Month-to-month,0,79.3499984741211
71,0,Two year,0,90.5500030517578
7,0,Two year,0,19.450000762939453
28,0,Month-to-month,1,64.44999694824219
16,0,Month-to-month,1,69.6500015258789
7,0,One year,0,19.5
69,0,Two year,0,110.5
1,0,Month-to-month,0,24.700000762939453
3,0,Month-to-month,0,77.4000015258789
21,1,Month-to-month,1,96.8000030517578
69,0,Month-to-month,0,85.4000015258789
71,0,Two year,0,47.59999847412109
69,0,Two year,0,19.399999618530277
48,0,Month-to-month,0,103.8499984741211
47,1,Month-to-month,0,83.3499984741211
2,1,Month-to-month,0,49.400001525878906
45,0,Month-to-month,0,108.4499969482422
51,0,Month-to-month,0,81.0
22,1,Month-to-month,0,79.19999694824219
72,0,Two year,0,86.6500015258789
37,0,Month-to-month,0,92.9499969482422
71,0,Two year,0,90.3499984741211
7,1,Month-to-month,0,48.70000076293945
66,0,Two year,0,25.149999618530277
51,0,One year,0,76.4000015258789
30,0,One year,0,19.549999237060547
34,0,Month-to-month,0,85.3499984741211
64,0,Two year,0,24.799999237060547
65,0,One year,1,103.1500015258789
47,0,Month-to-month,0,100.75
1,1,Month-to-month,0,95.5999984741211
49,1,Month-to-month,0,59.75
67,0,Two year,0,94.0999984741211
39,0,One year,0,19.350000381469727
14,0,Month-to-month,0,19.899999618530277
43,1,Month-to-month,1,108.1500015258789
56,0,Month-to-month,1,101.0500030517578
14,0,One year,0,59.09999847412109
1,1,Month-to-month,0,71.3499984741211
16,0,One year,0,55.84999847412109
70,0,Month-to-month,0,106.0500030517578
72,0,Two year,1,84.0999984741211
23,0,Month-to-month,0,75.30000305175781
21,0,Month-to-month,0,24.700000762939453
1,1,Month-to-month,0,20.149999618530277
1,1,Month-to-month,0,69.75
32,1,Month-to-month,1,93.1999969482422
17,1,Month-to-month,0,80.8499984741211
4,1,Month-to-month,0,33.650001525878906
36,0,One year,0,55.79999923706055
50,0,Two year,0,39.70000076293945
48,0,Month-to-month,0,29.5
50,0,Two year,0,20.149999618530277
72,0,Two year,0,79.55000305175781
10,0,Month-to-month,0,24.799999237060547
18,0,Month-to-month,0,19.649999618530277
1,1,Month-to-month,0,79.94999694824219
1,1,Month-to-month,0,19.299999237060547
9,0,Month-to-month,0,94.0500030517578
2,0,Month-to-month,0,90.75
40,0,Month-to-month,0,78.8499984741211
69,0,One year,0,99.5
37,1,One year,0,99.1999969482422
18,0,Month-to-month,0,80.55000305175781
11,0,Month-to-month,1,70.19999694824219
8,1,Month-to-month,0,85.19999694824219
3,1,Month-to-month,0,75.25
55,0,One year,0,59.45000076293945
33,0,Month-to-month,0,93.3499984741211
46,0,Month-to-month,0,44.95000076293945
34,0,Two year,0,26.100000381469727
3,0,Month-to-month,0,20.200000762939453
30,0,Two year,0,21.25
33,0,One year,0,59.400001525878906
45,0,One year,0,95.0
40,0,Month-to-month,0,61.900001525878906
71,0,Two year,0,118.6500015258789
1,1,Month-to-month,0,54.34999847412109
72,0,Two year,0,64.44999694824219
22,0,Month-to-month,0,80.1500015258789
46,0,One year,0,20.200000762939453
55,0,Two year,0,21.0
1,0,Month-to-month,0,20.450000762939453
12,0,One year,0,75.8499984741211
31,0,Month-to-month,0,80.44999694824219
5,1,Month-to-month,0,24.950000762939453
67,0,Two year,0,75.5
1,0,Month-to-month,0,44.45000076293945
40,1,One year,0,42.34999847412109
41,0,Month-to-month,0,74.55000305175781
1,1,Month-to-month,0,75.30000305175781
51,1,One year,0,94.8000030517578
42,0,Two year,0,48.150001525878906
23,0,One year,0,19.649999618530277
1,1,Month-to-month,1,70.55000305175781
1,0,Month-to-month,0,20.149999618530277
56,0,Month-to-month,0,106.5999984741211
15,0,Month-to-month,0,91.0
12,0,Two year,0,25.399999618530277
54,0,Two year,0,69.94999694824219
7,0,Month-to-month,0,66.8499984741211
33,1,Month-to-month,0,86.1500015258789
16,0,Month-to-month,0,20.149999618530277
21,0,One year,0,64.8499984741211
30,0,Two year,1,74.8499984741211
3,0,Month-to-month,0,50.5
11,0,Month-to-month,0,72.9000015258789
62,0,One year,0,115.0500030517578
18,0,Month-to-month,0,19.0
6,0,Month-to-month,0,19.549999237060547
46,0,One year,0,101.0999984741211
21,0,Month-to-month,0,84.0999984741211
68,0,Two year,0,24.149999618530277
1,0,Month-to-month,0,50.09999847412109
25,0,Month-to-month,0,74.5999984741211
24,0,Two year,0,19.75
30,1,Month-to-month,0,85.0
2,1,Month-to-month,0,80.55000305175781
51,0,One year,0,106.8000030517578
57,0,Two year,0,84.5
15,0,Two year,0,25.049999237060547
72,0,Two year,0,83.69999694824219
2,1,Month-to-month,0,75.80000305175781
28,0,Month-to-month,0,96.5999984741211
29,1,Month-to-month,1,98.5
70,0,Two year,0,101.0999984741211
13,0,One year,0,20.200000762939453
59,0,One year,1,94.0500030517578
13,1,Month-to-month,1,95.25
7,1,Month-to-month,1,74.4000015258789
62,0,Two year,0,81.0
21,0,One year,0,60.25
2,0,Month-to-month,0,60.84999847412109
1,0,Month-to-month,0,43.95000076293945
4,0,Month-to-month,0,86.05000305175781
19,0,One year,0,20.25
30,1,Month-to-month,0,85.1500015258789
67,0,Two year,0,19.399999618530277
72,0,Two year,1,102.6500015258789
53,0,Two year,0,19.899999618530277
5,0,One year,0,19.549999237060547
71,0,Two year,1,95.5
50,0,One year,0,84.1500015258789
56,0,Two year,0,103.1999969482422
2,0,Month-to-month,0,50.20000076293945
2,1,Month-to-month,1,88.55000305175781
24,1,Month-to-month,0,54.75
46,0,Two year,0,19.950000762939453
71,0,Two year,0,116.25
29,0,Month-to-month,0,31.200000762939453
69,0,Two year,0,24.450000762939453
71,0,Two year,0,84.19999694824219
1,1,Month-to-month,1,91.3000030517578
56,0,Two year,1,85.6500015258789
56,0,One year,0,21.200000762939453
1,1,Month-to-month,0,79.5
28,0,One year,0,25.549999237060547
19,0,Month-to-month,0,20.200000762939453
66,0,Month-to-month,0,63.84999847412109
17,0,One year,0,61.95000076293945
52,0,Two year,0,25.75
19,0,One year,0,58.20000076293945
36,0,One year,0,85.8499984741211
7,1,Month-to-month,1,70.0999984741211
72,0,One year,0,104.9000015258789
67,1,One year,0,111.3000030517578
34,0,One year,1,99.8499984741211
57,1,Month-to-month,1,95.25
7,1,Month-to-month,0,86.25
1,1,Month-to-month,1,100.8000030517578
8,0,Month-to-month,0,19.549999237060547
69,0,Two year,0,104.0
50,0,One year,0,104.4000015258789
10,0,One year,0,19.5
12,0,Two year,0,25.25
14,1,Month-to-month,0,86.30000305175781
70,0,Two year,0,49.84999847412109
64,0,Month-to-month,1,108.9499969482422
66,0,Two year,0,89.9000015258789
71,0,Two year,0,82.0
20,0,Month-to-month,1,89.94999694824219
72,0,Two year,0,79.3499984741211
71,0,Two year,0,64.05000305175781
38,0,Month-to-month,0,101.1500015258789
28,1,Month-to-month,0,89.94999694824219
17,1,Month-to-month,1,76.44999694824219
33,0,One year,0,39.09999847412109
23,0,Two year,0,34.599998474121094
58,0,One year,0,19.549999237060547
70,0,Two year,1,104.4499969482422
4,0,Month-to-month,0,70.5
45,0,Two year,0,20.350000381469727
10,1,Month-to-month,0,70.0
36,0,Two year,0,19.450000762939453
54,0,Month-to-month,0,69.9000015258789
23,0,Two year,0,59.70000076293945
41,0,One year,0,78.3499984741211
5,0,Month-to-month,1,71.44999694824219
27,0,One year,0,45.84999847412109
1,0,Month-to-month,0,95.8499984741211
67,0,Two year,0,35.70000076293945
72,0,Two year,1,89.55000305175781
56,0,Two year,0,24.950000762939453
44,0,One year,0,24.850000381469727
66,0,Month-to-month,1,100.8000030517578
34,1,One year,0,64.4000015258789
69,0,Two year,0,105.3499984741211
1,1,Month-to-month,0,102.4499969482422
